Date,District,Number,Details,state,ID,assam_dist
2023-06-18,CACHAR,7,"Silchar - Badri Bridge Approach Road | Badripar | Badri Bridge Approach Road have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Udharbond - T-01 TO BHOLA PUNJEE | BHOLA PUNJEE | T-01 TO BHOLA PUNJEE AT CH. 500.00M. CH. 700.00M, CH. 4300.00M & CH.4500.00M (PKG. NO. AS-03-164) IN STRETCHES road have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  PAILAPOOL KUMARCHERRA NEC ROAD TO LANKAR PUNJI ROAD | PAILAPOOL KUMARCHERRA | PAILAPOOL KUMARCHERRA NEC ROAD TO LANKAR PUNJI ROAD (PKG. NO. AS-03-110) IN STRETCHES have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  S.K. ROAD TO KULICHERRA | KULICHERRA | S.K. ROAD TO KULICHERRA AT 4TH KM. have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  TIKALPAR ONGC POINT TO BAMDOO TE VIA KUMBHA AND ENDOGRAM | TIKALPAR | TIKALPAR ONGC POINT TO BAMDOO TE VIA KUMBHA AND ENDOGRAM AT CH. 500.00M. CH. 600.00M PKG. NO. AS-03-269 have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  DUMURGHAT GUABARI ROAD | DUMURGHAT GUABARI | DUMURGHAT GUABARI ROAD (EROSIION AT APPROACH TO BR. NO. 4/2) have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  GHUNGOORBOND PAKURPAR ROAD | GHUNGOORBOND PAKURPAR | GHUNGOORBOND PAKURPAR ROAD (EROSIION AT APPROACH TO BR. NO. 2/3) have been submerged and damaged due to incessant rain for the last few days, as per report received from PWRD Silchar & Udharbond (T) Road Division, Dated 17.06.2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,17,2011Cach
2023-06-19,KAMRUP,1,"North Ghy - Tilling Gaon Road | Vill - Tilling Gaon | Due to continuous rainfall, slump down of Tilling Gaon road has taken place today i.e 19.06.2023 near the river Brahmaputra. Restoration work is being taken up by WR Guwahati East Division | (Long - 91.711330, Lat - 26.183321, Dept - Water Resource Deptt.)",ASSAM,30,2011Kamr
2023-06-19,LAKHIMPUR,2,"Subansiri - Jalbhari to Gobindagaon | As reported by Dhakuakhana Territorial Road Division, Ghilamara, road embankment is eroded at 9th KM on Jalbhari to Gobindagaon Road (L= 120M) on 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Jalbhari to Bolahi Road | As reported by Dhakuakhana Territorial Road Division, Ghilamara road embankment is erodedat 9th KM on Jalbhari to Bolahi Road ( L=100M) on 19/06/2022 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,15,2011Lakh
2023-06-19,NAGAON,1,"Raha - Road from Salmara to Balijuri,PMGSY-2 Package | Salmara | Total Submerged Area - 20 Metres Date of Occurance -18/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,11,2011Naga
2023-06-19,NALBARI,4,"Banekuchi - Today on 19/06/2023 at 6AM Makrapar to Barpit road submerged near Mora Pagladia river report from Gaon Pradhan of Sandheli | Makrapar | | (Long - 91.303119, Lat - 26.436637, Dept - P&RD),  Today on 19/06/2023 at 7am Haribhanga to Barpit PWD road submerged near Nilakantha Siva Mandir report from Gaon Pradhan | Barpit (Sandheli) | | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  On 18/06/2023 at 8 am Bali to Makrapar near Morapagladia River the agree road submerged report from Gaon Pradhan | Makrapar(Sandheli ) | | (Long - 0.000000, Lat - 0.000000, Dept - P&RD),  Tihu - PWD ROAD SARTHEBARI TO JALA VIA JALKHANA (TALUKDAR SUPA,NIZKHANA) | NIZKHANA | ROAD IS SUBMERGED APPROX 40 MTS(APPROX) , REPORTED BY GPS, DATE : 19/06/2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,19,2011Nalb
2023-06-19,GOALPARA,4,"Lakhipur - Lakhipur Jaleswar Road | Near Jaleswar | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Lakhipur Jaleswar Road submerged at 2nd KM & bridge approach eroded of RCC Br. No. 1/2 at Jaleswar side and length affected 500 M approx. and 20 M eroded at bridge approach and submerged depth 45 CM from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.292670, Lat - 26.034283, Dept - PWD (Roads)),  Jaldoba JC Road | Near Bashmura | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Jaldoba JC road at CH. from 1215 M to CH 1225 M and affected length 10 M eroded from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.223514, Lat - 26.041360, Dept - PWD (Roads)),  Lakhipur Tulsibari Road | Near Tulsibari | As per report of PWD roads department, Due to the incessant rainfall for last 7 days, Lakhipur Tulsibari Road Bridge Approach Eroded of SPT Br. No. 2/1 at Tulsibari Side and Hyacinth obstructed the flow of water and affected length 15 M from 17.06.2023 to till date i.e 19.06.2023 | (Long - 90.300643, Lat - 26.047104, Dept - PWD (Roads)),  Matia - Approach road of Islampur point under Matia LIS | Pachim Matia | Approach road of Islampur point under Matia LIS Total length damaged = 100 m (approx.) on 19/06/2023 as reported by Dudhnoi-Goalpara East Division, Irrigation, Dudhnoi | (Long - 90.758748, Lat - 26.072175, Dept - Irrigation)",ASSAM,16,2011Goal
2023-06-19,DHEMAJI,2,"Dhemaji - Baparam Dutta Road(Machkhowa Chariali to Laipulia River Road) | Machkhowa Chariali to Laipulia River Road | Due to continuous heavy rainfall, hard crush of the road are affected and potholes occurred at Baparam Dutta Road between Ch. 150.00m to Ch.300.00m (Length- 150.00m) on 17/06/2023 | (Long - 94.555651, Lat - 27.337156, Dept - PWD (Roads)),  Seujiapathar-Yedot gaon via Latachur PWD road | Seujiapathar-Yedot gaon via Latachur PWD road | Yesterday on 18/06/2023, Due to continuous heavy rainfall, Erosion of the shoulder of road occur at Seujiapathar, yedot gaon via Latachur at Ch.250.00m.(Length-15.00m)) | (Long - 94.565936, Lat - 27.336726, Dept - PWD (Roads))",ASSAM,7,2011Dhem
2023-06-19,DARRANG,4,"Patharighat - KD Road to Dalibari link road under Turai GP. | Taragaon. | As reported by BDO, Sipajhar Damaged caused due to breach of road on 19.6.2023 , around 6 mt. (approx.) damaged. | (Long - 91.857736, Lat - 26.436261, Dept - P&RD),  Hirapara to Samala PWD Road | Hirapara | As reported by JE, PWD road submerged at length L= 1.50 km, height H= 0.30 mt.(Dated 19-06-2023) | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Dalgaon - No.3 Madhabgohain to Chikonmata Bagicha Road | No.3 Madhabgohain to Chikonmata Bagicha Road | As per report received from PWD(R),No.3 Madhabgohain to Chikonmata Bagicha PMGSY Road shoulder and surface has been damaged from Ch.3650M to 4020M on 18-06-2023 | (Long - 92.211559, Lat - 26.626549, Dept - P&RD),  Sipajhar - Bhuktabari Sonapur Road (NH 15 to Basachuba) | Bhuktabari to sonapur | submerged and flows water over road at 9 and 10 km ( As reported by Achyut Nath, JE) Dated 19-06-2023 | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,26,2011Darr
2023-06-19,GOLAGHAT,1,"Dergaon - Bahguri (Taiung) village to Lemchapori amguri village connecting road | Bahguri village | The said road got affected due to heavy rain on 18/06/2023. | (Long - 93.949213, Lat - 26.750597, Dept - PWD (Roads))",ASSAM,6,2011Gola
2023-06-19,KOKRAJHAR,9,"Dotma - 1. Chithilaghope Village road | 1. Chithilaghope Village Dated - 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  village road at Ward No. 08 | Ward No. 08 naer Fakirbaba Than under Fakiragram MB. Dated 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Athiabari village PWD road | Athiabari village | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Dotma Bazar link road | Dotma Bazar dated- 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  Teteliguri Village road | Teteliguri Villag dated - 19/06/2023 | | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  (Kokrajhar) At District - PHUTKIBARI TO KOKRAJHAR ROAD | PHUTKIBARI TO KOKRAJHAR ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 1950.00M ON PHUTKIBARI TO KOKRAJHAR ROAD ERRODED | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  NAYEKGAON TO ANJULIPARA ROAD | NAYEKGAON TO ANJULIPARA ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 1800.00M ON NAYEKGAON TO ANJULIPARA ROAD DAMAGED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  RAMFALBIL ATHIABARI ROAD | RAMFALBIL ATHIABARI ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 5300.00M ON RAMFALBIL ATHIABARI ROAD DAMAGED. | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads)),  KOKRAJHAR RAMFALBIL ROAD | KOKRAJHAR RAMFALBIL ROAD | AS REPORTED BY ASSTT. EXE. ENG. PWD KOKRAJHAR RURAL ROADS SUB-DIVISOIN 19/06/2023 DUE TO RAINING FROM 12/06/2023 TO 19/06/2023. ROAD AT CHAINAGE 2900.00M ON KOKRAJHAR RAMFALBIL ROAD ERRODED | (Long - 0.000000, Lat - 0.000000, Dept - PWD (Roads))",ASSAM,9,2011Kokr
2023-06-19,BAKSA,1,"Barama - Barama Dhamdhama Road breached at village Alagjar Deulguri chowk on 19/06/23. Latitude: 26:52699 Longitude: 91.377545 | village Alagjar Deulguri chowk | | (Long - 91.377545, Lat - 26.526990, Dept - PWD (Roads))",ASSAM,35,2011Baks
2023-06-19,CHIRANG,2,"Bijni - No 1 Dongagaon Chowk to No 1 Dongagaon | Dongagaon | As reported by PWD(R&B) Sub Division, Bijni, No 1 Dongagaon Chowk to No 1 Dongagaon road damaged at Dongagaon on 19- 06-2023. Length=6 metres, Breadth=6 Metres, Depth=2.5 metres. Latitude=26.532162 Longitude=90.702277 | (Long - 90.702277, Lat - 26.532162, Dept - PWD (Roads)),  Road from Lahatipara to Lawgaon PWD Road. | Lahatipara | As reported by PWD(R&B) Sub Division, Bijni, Lahatipara to Lawgaon PWD road damaged at Lahatipara on 19-06-2023. Length=6.09 metres, Breadth=2.13 metres, Depth=1.50 metres. Latitude=26.554958 Longitude=90.726369 | (Long - 90.726369, Lat - 26.554958, Dept - PWD (Roads))",ASSAM,13,2011Chir
