revenue_ci,district_3,object_id,district_1,revenue_cr,HQ,area,are_new,mean,count
Gossaigaon (Pt),KOKRAJHAR,101,Kokrajhar,Gossaigaon (Pt),,1068571780.0,1069,0.5328742720429074,6179
Bhowraguri,KOKRAJHAR,102,Kokrajhar,Bhawraguri,,158892607.3,159,0.5520830623670459,2703
Dotoma,KOKRAJHAR,103,Kokrajhar,Dotoma,,303966231.6,304,0.44993849446002704,133
Kokrajhar (Pt),KOKRAJHAR,104,Kokrajhar,Kokrajhar (Pt),y,990246710.7,990,,0
Bagribari (Pt),KOKRAJHAR,105,Kokrajhar,Bagribari (Pt),,281011470.5,281,0.6287315898417701,3946
Golokganj (Pt),KOKRAJHAR,106,Kokrajhar,Golokganj (Pt),,102804109.1,103,0.567735802043568,176
Dhubri (Pt),KOKRAJHAR,107,Kokrajhar,Dhubri (Pt),,124091385.6,124,0.4689026160693675,2166
Chapar (Pt),KOKRAJHAR,108,Kokrajhar,Chapar (Pt),,101233159.3,101,,0
Bagribari (Pt),DHUBRI,109,Dhubri,Bagribari (Pt),,212860104.4,213,0.23304796270310815,3708
Agamoni,DHUBRI,110,Dhubri,Agamoni,,220975059.2,221,,0
Golokganj (Pt),DHUBRI,111,Dhubri,Golakganj (Pt),,199162500.1,199,0.5035053188517943,472
Dhubri (Pt),DHUBRI,112,Dhubri,Dhubri (Pt),y,357274694.3,357,0.24296630481253226,5811
Bilasipara (Pt),DHUBRI,113,Dhubri,Bilasipara (Pt),,294886928.3,295,0.3608060526600346,867
Chapar (Pt),DHUBRI,114,Dhubri,Chapar (Pt),,195049812.7,195,0.34244502320581555,49
Lakhipur,GOALPARA,115,Goalpara,Lakhipur,,486513089.8,487,0.34421015005102923,8696
Balijana,GOALPARA,116,Goalpara,Balijana,,541158544.1,541,0.5724831979090002,9511
Matia,GOALPARA,117,Goalpara,Matia,,477602971.1,478,0.5186964003222634,8514
Dudhnai,GOALPARA,118,Goalpara,Dudhnoi,,196278296.1,196,0.588029147964556,3502
Rangjuli,GOALPARA,119,Goalpara,Rangjuli,,277190398.1,277,0.5394415293063409,4952
Kalgachia,BARPETA,120,Barpeta,Kalgachia,,232225684.6,232,-0.16681064806486431,95
Baghbor,BARPETA,121,Barpeta,Baghbor,,512830660.7,513,0.11559796897680326,4478
Barpeta,BARPETA,122,Barpeta,Barpeta,y,315725333.4,316,,0
Sarthebari,BARPETA,123,Barpeta,Sarthebari,,261719921.4,262,,0
