Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) CZ Mandi||SE(OP) Mandi,HPSEBL/CEOMZ/MM/ NIT-09/2025-26,2025_HPSEB_111497_1,Yes,Open Tender,Item Rate,Services,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Receipt of tender cost and EMD.,01-Aug-2025 06:00 PM,12-Aug-2025 12:00 PM,01-Aug-2025 06:00 PM,11-Aug-2025 12:00 PM,,,01-Aug-2025 06:00 PM,11-Aug-2025 12:00 PM,19-Sep-2025 01:15 PM,"19,233",No,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,590.0,Nil,Nil,No,CE Operation  M. Zone  HPSEBL Mandi.,O/o CE Operation  M. Zone  HPSEBL Mandi.,Tender for Annual Operation and Maintenance contract for 33/11 KV Sub-Station Balichowki under operation circle HPSEBL Kullu.,Tender for Annual Operation and Maintenance contract for 33/11 KV Sub-Station Balichowki under operation circle HPSEBL Kullu.,Please refer Tender Documents,,"19,23,308",Manpower Supply,,Tender,180.0,365.0,Mandi,175001.0,,,,O/o CE Operation  M. Zone  HPSEBL Mandi.,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Documents for Technical Qualification , Similar work, Award as per Clause 1.01 of PQR .",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Documents for Commercial Qualification as per Clause 1.02.1 of PQR. .( Experience  Certificate of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Net Worth for the each of the last three Financial Years duly certified by the Chartered Accounta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Average Annual financial Turnover during the last 3 years, ending 31st March of the previous f.Y.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bidder shall have liquid assets (LA) and/ or evidence of access to or availability of fund based,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,The complete annual reports together with Audited statement of accounts of the company for last f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity as per Clause no. 1.02 of PQR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Litigation History as per Clause no. 2.04 of PQR.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents required for Qualification  as  per SBD.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
