Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"HP Irrigation and Public Health||Dharamshala Circle,Irrigation and Public Health,HP||JSV Jaisinghpur",2736-2840 dated 16.06.2025,2025_HPIPH_107624_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Both(Online/Offline),No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scan copy of deduction of Earnest money and cost of tender,16-Jun-2025 05:00 PM,27-Jun-2025 11:30 AM,16-Jun-2025 05:00 PM,26-Jun-2025 05:00 PM,,,16-Jun-2025 05:00 PM,26-Jun-2025 05:00 PM,28-Jun-2025 04:10 PM,"4,600",No,fixed,,EE JSV  Division Jaisinghpur,EE JSV  Division Jaisinghpur,1.0,ICICI BANK,500.0,EE JSV  Division Jaisinghpur,EE JSV  Division Jaisinghpur,No,Executive Engineer JSV Division Jaisinghpur,O/O The Executive EngineerJSV Division Jaisinghpur,"CAD under FIS Pernuhal Kuhl,Simblu Kuhl and Takruhl Kuhl  in Tehsil. Palampur  Distt.Kangra. H.P. SH,C,O Balance work of additional accommodation of Sub Division Panchrukhi Job.1.","CAD under FIS Pernuhal Kuhl,Simblu Kuhl and Takruhl Kuhl  in Tehsil. Palampur  Distt.Kangra. H.P. SH,C,O Balance work of additional accommodation of Sub Division Panchrukhi Job.1.",Please refer Tender documents.,,"2,29,976",Civil Works - Buildings,,Tender,120.0,,"CAD under FIS Pernuhal Kuhl,Simblu Kuhl and Takruh",176096.0,,,,O/O The Executive EngineerJSV Division Jaisinghpur,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Certificate of Registration with JSV (IPH) Department in appropriate class and latest renewal th,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy Income Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration copy of EPF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,An affidavit that any Government/Semi Government/Board/Corporation/ Private  Organization etc ha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Copy of authorization letter regarding digital certificate (DSC) of the person authorized be th,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other conditions as per terms and conditions folder be required,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
