object_id,streetlights,timeperiod
02-033-00038,0,2020_08
02-033-00038,0,2020_09
02-024-02127,50,2022_08
02-028-02860,0,2022_08
02-024-02127,0,2022_09
02-030-02107,0,2023_05
02-030-02105,0,2023_11
02-032-00053,0,2023_11
02-033-00045,0,2023_11
02-030-02105,0,2023_10
02-030-02106,0,2023_10
02-033-00045,0,2023_10
02-030-02107,0,2023_12
02-032-00053,1,2023_12
02-033-00045,0,2023_12
02-033-00045,0,2023_06
02-033-00045,0,2023_07
02-024-02130,0,2021_12
02-033-00043,0,2021_06
02-024-02130,0,2021_07
02-033-00043,0,2021_07
02-031-00064,0,2024_09
02-032-00053,0,2024_09
02-033-00045,0,2024_09
02-033-00045,0,2023_01
02-028-02860,0,2024_08
02-032-00052,0,2024_08
02-032-00053,0,2024_08
02-024-02128,0,2024_11
02-024-02130,0,2024_11
02-032-00052,0,2024_11
02-032-00053,0,2024_11
02-033-00037,0,2024_11
02-023-00005,0,2024_04
02-024-02130,0,2024_04
02-023-00007,6,2024_10
02-030-02106,0,2024_10
02-030-02107,9,2024_10
02-032-00052,0,2024_10
02-032-00053,0,2024_10
02-030-02105,20,2021_08
02-030-02107,6,2021_08
02-032-00053,0,2024_06
02-028-02860,0,2024_12
02-030-02105,0,2024_12
02-030-02106,0,2024_12
02-032-00052,0,2024_07
02-032-00053,0,2024_07
02-024-02130,0,2023_09
02-030-02105,0,2023_09
02-030-02106,0,2023_09
02-030-02107,14,2023_09
02-032-00053,80,2023_09
02-030-02105,0,2024_01
02-032-00052,0,2024_01
02-033-00043,0,2024_01
02-029-00065,0,2023_08
02-032-00053,0,2023_08
02-024-02127,0,2022_07
02-024-02127,17,2022_06
02-031-00060,2,2022_04
02-031-00060,3,2022_10
02-026-00011,20,2022_11
02-027-00032,22,2022_11
02-024-02127,3,2022_05
02-027-00031,0,2022_05
02-032-00053,0,2022_01
02-033-00043,0,2020_04
02-024-02127,0,2022_02
02-024-02130,0,2020_07
02-029-00065,0,2020_07
02-029-00065,0,2020_06
02-024-02127,5,2022_03
02-024-02130,25,2022_03
02-027-00031,0,2022_03
