Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,PW/TLD/Tender/2025-6311-20 dt 13.10.2025,2025_PWD_118035_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of Tender as per Tender Document,16-Oct-2025 06:00 PM,22-Oct-2025 11:30 AM,16-Oct-2025 06:00 PM,22-Oct-2025 10:00 AM,,,16-Oct-2025 06:00 PM,22-Oct-2025 10:00 AM,25-Oct-2025 04:45 PM,"8,04,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,"7,000",Nil,Nil,No,"Executive Engineer, HPPWD Thalout","Executive Engineer, HPPWD Thalout",Maintenance of Four Laining of End Pandoh by pass to Takoli Kullu Section of NH-21 (KM 222/700 to 232/500) under NHDP-IVB on Hybrid Mode in the State of Himachal Pradesh. (SH- Maintenance of existing road from T4-01-P1 km 222/700 Village Deod to Km 2,Maintenance of Four Laining of End Pandoh by pass to Takoli Kullu Section of NH-21 (KM 222/700 to 232/500) under NHDP-IVB on Hybrid Mode in the State of Himachal Pradesh. (SH- Maintenance of existing road from T4-01-P1 km 222/700 Village Deod to Km 2,Please refer Tender documents.,,"4,01,72,086",Civil Works,,Tender,120.0,,Pandoh,175124.0,,,,"Executive Engineer, HPPWD Thalout",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Earnest Money as per Tender Document,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Contractors Registration as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Registration as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"List of Machinery, Tool and Plant as per Tender Document",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work done as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form No 8 as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Proof of Registration under Employees Provident Funds as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List Of Both Gazetted and Non-Gazetted HPPWD Employees Related to Him as per Tender Document,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other Important Documents as Specified by The State in Proforma of Schedule,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit That Information Furnished with The Bid Is Correct in All Respect,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Audit Balance sheet of last five years,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
