Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(ES) Hamirpur||SE(Design) Hamirpur,SSD-532/2024,2024_HPSEB_90989_1,Yes,Open Tender,Tender cum Auction,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender form, tender performa and E-reverse auction undertaking",24-Jul-2024 03:10 PM,06-Jun-2025 03:00 PM,24-Jul-2024 03:15 PM,05-Jun-2025 01:00 PM,,,01-Aug-2024 01:00 PM,05-Jun-2025 01:00 PM,01-Aug-2025 03:35 PM,"9,55,000",No,fixed,,Nil,Nil,1.0,Corrigendum11,Date,,1.0,ICICI BANK,"11,800",Nil,Nil,No,"SE (Design), ES, Hamirpur","O/o SE (Design), ES, Hamirpur","Procurement of 01 No. 220/33 kV 50/63 MVA 3-Phase Power Transformer for 220 kV Sub-station, HPSEBL, Jassure","Procurement of 01 No. 220/33 kV 50/63 MVA 3-Phase Power Transformer for 220 kV Sub-station, HPSEBL, Jassure",Please refer Tender documents.,,"9,55,00,000",Electrical Work/ Equipment,Power Transformer,Tender,240.0,180.0,Jassure,176201.0,"O/o SE (Design), ES, Hamirpur","O/o SE (Design), ES, Hamirpur",31-Jul-2024 11:00 AM,"O/o SE (Design), ES, Hamirpur",No,No,AOC
,,,,,,,,,,,,,,,,.xls,"Technco-commercial schedule, GTPs and Schedule of Capitalization Cost",,,,,,,,,,,,,,,,2.0,Addendum,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of past supplies along with POs and Performance certificate,,,,,,,,,,,,,,,,3.0,CorrigendumVII,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Annual average turnover certificate, liquid assets certificate, Bid capacity and Bank solvency",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No technical and Commercial Deviation certificate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Various undertaking viz Power of attorney, Non blacklisting, No Litigation history etc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"GST certificate, PAN and ITRs",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Registration certificates of the firm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Signed copy of detailed estimate cum BOQ to be uploaded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.rar,Any other tender related documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Percentage BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
