Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
HPSEBL||CE(OP) South||SE(OP) Solan,16-2025-26,2025_HPSEB_124776_1,Yes,Open Tender,Tender cum Auction,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Appropriate Civil License IPH HPPWD,01-Jan-2026 10:00 AM,13-Jan-2026 11:30 AM,01-Jan-2026 10:05 AM,12-Jan-2026 04:00 PM,01-Jan-2026 10:10 AM,02-Jan-2026 12:00 PM,02-Jan-2026 12:05 PM,12-Jan-2026 04:00 PM,14-Jan-2026 11:20 AM,"21,876",No,percentage,1.0%,Nil,Nil,1.0,Date Extended due to non participation of bidder,Date,,1.0,ICICI BANK,"1,180",Nil,Nil,No,Dy. Chief Engineer,"SE (OP) Circle, HPSEBL, Solan, Power House Road Saproon",16-2025-26,E Tendering for renovation of Rest House at Nalagarh under Electrical Division HPSEBL Nalagarh by providing truss and other misc items Name of Scheme New Board Building,Appropriate Civil License,,"21,87,633",Civil Works - Buildings,Renovation  of Rest House,Tender,180.0,90.0,Solan,173211.0,,,,"SE (OP) Circle, HPSEBL, Solan",No,No,AOC
,,,,,,,,,,,,,,,,.pdf,Undertaking for E-reverse Bidding,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Bid Capacity/Turnover certificate with CA Certified,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST NO.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Work Done Certificate/completion certificate as per SBD Volume-I, Section-III, Clause No. 1.0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit for Blacklisting/change of ownership/litigation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,EPFO/ESI No.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Joint Venture if applicable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price BID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
