Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
PWD,Tender/2024-25- 9646-96 dated 17.03.2025,2025_PWD_102432_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Cost of tender and  Earnest money as per NIT/Tender document indicated in schedule E and F respectiv,20-Mar-2025 04:30 PM,05-Apr-2025 11:00 AM,20-Mar-2025 05:00 PM,05-Apr-2025 10:30 AM,,,20-Mar-2025 05:00 PM,05-Apr-2025 10:30 AM,08-Apr-2025 03:00 PM,"20,000",No,fixed,,Nil,Nil,1.0,ICICI BANK,350.0,Nil,Nil,No,Executive Engineer,Executive Engineer HPPWD Division Paonta Sahib District Sirmour (HP),Periodical renewal on link road Behral to kaunch valley km. 0/0 to 1/750 under Annual maintenance Plan (Substitution) for the year 2025-26.,(SH- Providing and laying 25mm thick Bituminous Concrete in km 1/0 to 1/750 including profile correction and thermo plastic paint strips) under PMGSY.,Please refer tender document,,"9,54,611",Civil Works - Roads,,Tender,75.0,90.0,Paonta Sahib,173025.0,,,,PAonta Sahib,No,No,AOC
,,,,,,,,,,,,,,,,.pdf,"Scanned Copy of Contractor registration, GST Registration, PAN Card and EPF account No.",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,GST Clearance certificate from GST Department.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of incomplete works in hand general rule sr. No  24.5 duly signed by the concerned officer.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"Machinery as per schedule F Sr.No.24.6Ref.Cl- No.18( i.e.R.C,purchase bills,ownership of HMP only)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Form no HPPWD-7/8 duly signed.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,List of both gazetted and non gazetted officer hppwd employees related to him(General Rule Sr.No.14),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit regarding true and correct duly attested by the Notary/Executive Magistrate.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Any other information like to provide.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
